EOGNoiseDuration,blinkIntervalAvg,blinkIntervalMax,blinkSpeed,blinkSpeedStd,blinkStrength,blinkStrengthMax,blinkStrengthMin,bodyMoveVertical,cadence,capturedAt,eyeMoveBigHorizontal,eyeMoveBigVertical,eyeMoveHorizontal,eyeMoveVertical,fitError,focus,footholdLeft,footholdRight,numBlinkBurst,numBlinks,numSteps1000,numSteps280,numSteps310,numSteps340,numSteps370,numSteps400,numSteps430,numSteps460,numSteps500,numSteps530,numSteps560,numSteps590,numSteps620,numSteps650,numSteps680,numSteps710,numSteps750,numSteps780,numSteps810,numSteps840,numSteps870,numSteps900,numSteps930,numSteps960,numStoredData,pitchAvg,pitchDiff,powerLeft,rollAvg,rollDiff,sittingPostureIndex1,sittingPostureIndex2,sittingPostureIndex3,sleepy
6,5553,25020,139,25,65,110,34,,0,"Tue, 17 May 2016 13:39:00 +0900",6.666667,7.777778,6.666667,126.6667,0,3,0,0,3.333333,11.11111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,5,10,20,3
7,6139.167,20620,176,75,74,114,38,,0,"Tue, 17 May 2016 13:41:00 +0900",2.264151,12.45283,18.11321,55.4717,0,3,0,0,2.264151,11.32076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,15,15,5,1
1,0,0,130,0,80,80,80,,0,"Tue, 17 May 2016 13:42:00 +0900",0,3.050847,2.033898,18.30508,0,2,0,0,0,1.016949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,10,15,1
0,0,0,0,0,0,0,0,,0,"Tue, 17 May 2016 13:43:00 +0900",0,1,5,64,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,15,15,15,1
2,0,0,110,0,139,139,139,,0,"Tue, 17 May 2016 13:44:00 +0900",3.103448,2.068965,5.172414,72.4138,0,2,0,0,0,1.034483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,15,15,15,1
0,1220,6180,146,33,80,129,40,,0,"Tue, 17 May 2016 13:45:00 +0900",7,8,9,61,0,3,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,25,25,25,1
9,2822,4970,127,12,82,100,68,,0,"Tue, 17 May 2016 13:46:00 +0900",2.352941,4.705883,5.882353,49.41177,0,2,0,0,0,3.529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,25,1,12,1
14,2875,2875,168,39,125,203,32,,0,"Tue, 17 May 2016 13:47:00 +0900",9.130434,30,13.04348,36.52174,0,1,0,0,2.608696,16.95652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,2,12,1
12,2872,2872,152,10,134,181,69,,0,"Tue, 17 May 2016 13:48:00 +0900",12.5,17.5,5,31.25,0,1,0,0,5,21.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,7,12,1
10,3625,13440,189,63,99,173,37,,0,"Tue, 17 May 2016 13:49:00 +0900",13.2,14.4,4.8,24,0,2,0,0,2.4,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,12,12,1
11,2613.333,2613.333,197,84,103,167,35,,0,"Tue, 17 May 2016 13:50:00 +0900",12.2449,20.81633,9.795918,28.16327,0,1,0,0,12.2449,23.26531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,12,7,1
2,3412.333,11240,161,21,136,208,31,,0,"Tue, 17 May 2016 13:51:00 +0900",5.172414,14.48276,17.58621,38.27586,0,2,0,0,2.068965,16.55172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,5,0,0,2,2,2,0
5,2979.167,7700,168,46,152,222,67,,0,"Tue, 17 May 2016 13:52:00 +0900",10.90909,4.363636,9.818181,46.90909,0,1,0,0,4.363636,18.54545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,0,0,12,7,7,0
2,3364,10240,168,37,168,225,86,,0,"Tue, 17 May 2016 13:53:00 +0900",18.62069,9.310345,9.310345,39.31034,0,1,0,0,4.137931,17.58621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,5,0,0,7,7,2,0
3,3914,7330,186,55,122,221,42,,0,"Tue, 17 May 2016 13:54:00 +0900",15.78947,13.68421,21.05263,48.42105,0,1,0,0,1.052632,14.73684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,5,0,0,12,2,12,1
0,6520,12980,156,9,124,166,33,,0,"Tue, 17 May 2016 13:55:00 +0900",16,15,11,34,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,12,12,12,1
2,4804.333,19220,168,4,157,237,69,,0,"Tue, 17 May 2016 13:56:00 +0900",6.206897,7.241379,10.34483,35.17242,0,3,0,0,0,10.34483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,2,12,12,1
4,3556,7020,177,50,125,232,51,,0,"Tue, 17 May 2016 13:57:00 +0900",2.142857,9.642857,9.642857,38.57143,0,1,0,0,0,16.07143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,12,12,7,1
9,3349,8470,181,57,138,231,43,,0,"Tue, 17 May 2016 13:58:00 +0900",5.882353,9.411765,11.76471,28.23529,0,1,0,0,1.176471,18.82353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,7,7,12,1
4,3565.333,9470,167,47,151,241,39,,0,"Tue, 17 May 2016 13:59:00 +0900",7.5,12.85714,13.92857,27.85714,0,1,0,0,1.071429,16.07143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,7,2,25,1
1,3038.5,10430,191,69,141,227,43,,0,"Tue, 17 May 2016 14:00:00 +0900",13.22034,13.22034,15.25424,34.57627,0,2,0,0,2.033898,18.30508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,12,12,7,1
6,3690,10840,169,49,157,240,36,,0,"Tue, 17 May 2016 14:01:00 +0900",4.444445,11.11111,16.66667,30,0,1,0,0,0,16.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,25,12,12,1
7,2084.667,10810,162,22,159,250,39,,0,"Tue, 17 May 2016 14:02:00 +0900",11.32076,10.18868,10.18868,35.09434,0,2,0,0,11.32076,28.30189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,13,7,12,1
2,2078.333,7510,154,6,148,197,50,,0,"Tue, 17 May 2016 14:03:00 +0900",14.48276,13.44828,12.41379,36.2069,0,2,0,0,8.275862,24.82759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,12,12,12,1
0,2310,6390,151,8,144,265,46,,0,"Tue, 17 May 2016 14:04:00 +0900",11,3,12,27,0,1,0,0,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,12,12,25,1
2,2252.333,8180,160,32,162,313,36,,0,"Tue, 17 May 2016 14:05:00 +0900",11.37931,15.51724,14.48276,24.82759,0,2,0,0,6.206897,20.68966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,6,7,7,2
7,2906.167,10810,164,26,143,255,33,,0,"Tue, 17 May 2016 14:06:00 +0900",9.056604,12.45283,15.84906,35.09434,0,2,0,0,1.132076,21.50943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,12,13,12,1
13,4261.333,4261.333,213,71,126,205,39,,0,"Tue, 17 May 2016 14:07:00 +0900",10.21277,16.59575,15.31915,37.02127,0,2,0,0,1.276596,10.21277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,13,2,1
11,2899.167,2899.167,182,43,72,167,41,,0,"Tue, 17 May 2016 14:08:00 +0900",13.46939,22.04082,9.795918,41.63266,0,1,0,0,1.22449,13.46939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,2,1
4,4993.333,16150,167,35,155,215,84,,0,"Tue, 17 May 2016 14:09:00 +0900",19.28571,13.92857,9.642857,46.07143,0,3,0,0,1.071429,10.71429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,5,0,0,13,12,13,0
0,2840,7180,150,7,138,204,86,,0,"Tue, 17 May 2016 14:10:00 +0900",13,4,19,21,0,1,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,5,0,0,13,13,13,0
