2,19410.67,35750,220,41,51,54,48,,0,"Tue, 17 May 2016 10:26:00 +0900",0,4.137931,18.62069,76.55173,0,2,0,0,0,3.103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,25,25,25,0
1,9508.833,37380,223,88,40,53,30,,0,"Tue, 17 May 2016 10:27:00 +0900",5.084746,5.084746,39.66102,85.42373,0,2,0,0,1.016949,7.118644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,25,25,2,0
1,5054.333,24100,162,59,50,77,33,,0,"Tue, 17 May 2016 10:28:00 +0900",14.23729,9.152542,31.52542,67.11864,0,2,0,0,4.067797,11.18644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,25,25,7,0
1,3068,20470,159,58,63,102,31,,117,"Tue, 17 May 2016 10:29:00 +0900",14.23729,28.47458,44.74576,77.28814,0,0,58,57,6.101695,18.30508,1,0,0,0,0,1,1,15,20,4,3,5,2,0,0,1,0,0,0,0,0,0,1,0,0,14.25,3.8,5,-3.16,3.98,12,25,7,0
2,841,5590,138,57,71,120,40,,127,"Tue, 17 May 2016 10:30:00 +0900",13.44828,30,31.03448,56.89655,0,0,55,58,52.75862,70.34483,0,0,0,0,0,3,8,66,48,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42,3.09,5,-0.02,4.33,12,12,12,0
8,1031.333,7770,144,55,85,197,32,,129,"Tue, 17 May 2016 10:31:00 +0900",5.769231,35.76923,33.46154,47.30769,0,0,55,58,36.92308,58.84615,0,0,0,0,1,7,16,46,27,3,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,-7.58,2.6,5,-0.07,3.9,18,17,17,0
22,646,646,161,54,126,240,53,,139,"Tue, 17 May 2016 10:32:00 +0900",3.157895,37.89474,30,20.52632,0,0,56,57,78.94736,93.1579,0,1,2,8,2,8,43,59,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.43,2.9,5,0.51,3.26,12,19,13,0
12,728,728,153,38,145,331,41,,137,"Tue, 17 May 2016 10:33:00 +0900",7.5,28.75,22.5,23.75,0,0,56,59,65,80,0,0,0,0,0,10,82,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.81,2.58,5,0.92,4.26,6,13,19,0
9,705.5,3580,143,43,139,338,52,,139,"Tue, 17 May 2016 10:34:00 +0900",4.705883,41.17647,28.23529,23.52941,0,0,56,59,62.35294,83.52941,0,0,0,0,0,20,83,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.98,3.29,5,2.41,5.2,22,23,17,0
14,613.3333,613.3333,144,61,160,290,40,,134,"Tue, 17 May 2016 10:35:00 +0900",2.608696,43.04348,18.26087,6.521739,0,0,56,59,75.65218,93.91304,0,0,0,1,0,7,42,74,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.12,2.45,5,2.1,5.02,24,17,17,0
10,725,5430,130,41,148,294,57,,136,"Tue, 17 May 2016 10:36:00 +0900",0,74.4,28.8,3.6,0,0,56,59,61.2,81.6,0,0,0,0,1,6,67,57,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.23,2.41,5,1.94,4.67,8,17,2,0
23,758.5,758.5,156,80,166,326,69,,141,"Tue, 17 May 2016 10:37:00 +0900",11.35135,68.10811,22.7027,6.486486,0,0,55,59,43.78378,72.97297,0,2,0,1,2,12,101,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.77,2.47,5,0.88,4.04,18,17,12,0
34,797.3333,797.3333,156,70,162,298,49,,139,"Tue, 17 May 2016 10:38:00 +0900",0,53.07692,32.30769,27.69231,0,0,54,54,36.92308,60,0,2,7,3,2,6,45,22,16,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,-10.55,2.48,5,0.11,3.61,12,17,17,0
52,256,256,149,60,185,311,87,,148,"Tue, 17 May 2016 10:39:00 +0900",22.5,82.5,30,0,0,0,54,54,37.5,75,0,0,2,21,1,50,59,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.2,2.58,5,2.23,4.81,12,13,12,0
52,380,380,124,62,163,269,60,,149,"Tue, 17 May 2016 10:40:00 +0900",22.5,52.5,30,7.5,0,0,58,54,52.5,90,0,0,0,3,10,107,25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.11,2.68,5,3.06,4.13,18,17,17,0
49,449.1667,449.1667,156,56,172,220,91,,147,"Tue, 17 May 2016 10:41:00 +0900",16.36364,54.54546,27.27273,16.36364,0,0,54,55,49.09091,87.27273,0,0,1,3,10,78,48,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-9.16,2.72,5,0.83,4.03,12,12,22,0
58,11,11,190,30,209,221,197,,146,"Tue, 17 May 2016 10:42:00 +0900",30,90,30,0,0,0,53,56,30,60,0,0,0,0,11,72,52,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.58,2.63,5,-0.15,2.48,6,13,12,0
39,1085,1085,138,33,157,363,34,,141,"Tue, 17 May 2016 10:43:00 +0900",11.42857,11.42857,34.28572,74.28572,0,0,44,47,11.42857,37.14286,0,3,3,8,16,21,11,9,8,3,0,2,0,2,0,2,2,2,4,0,1,0,0,0,0,9.07,6.47,5,-1.49,20.7,24,20,22,0
25,2566.667,2566.667,126,46,172,314,58,,128,"Tue, 17 May 2016 10:44:00 +0900",8.571429,15.42857,13.71429,85.71429,0,0,0,0,3.428571,15.42857,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,24,9,6,0
19,1264.167,1264.167,163,57,103,196,41,,0,"Tue, 17 May 2016 10:45:00 +0900",11.70732,36.58537,32.19512,39.5122,0,1,0,0,19.02439,42.43902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,1,7,2
19,2302.833,2302.833,165,49,77,135,36,,0,"Tue, 17 May 2016 10:46:00 +0900",7.317073,32.19512,27.80488,67.31707,0,1,0,0,7.317073,24.87805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,12,17,2
38,1100,1100,204,62,101,136,52,,0,"Tue, 17 May 2016 10:47:00 +0900",10.90909,57.27273,27.27273,32.72727,0,1,0,0,10.90909,32.72727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,23,18,2
34,1152.667,1152.667,176,65,121,231,39,,0,"Tue, 17 May 2016 10:48:00 +0900",4.615385,46.15385,32.30769,32.30769,0,0,0,0,20.76923,43.84615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,25,25,17,0
21,1339,1339,179,63,101,211,42,,0,"Tue, 17 May 2016 10:49:00 +0900",9.230769,50.76923,32.30769,33.84616,0,0,0,0,13.84615,41.53846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,25,14,12,0
14,2047,2047,181,72,108,218,48,,0,"Tue, 17 May 2016 10:50:00 +0900",1.304348,33.91304,28.69565,44.34783,0,1,0,0,11.73913,27.3913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,11,12,2
11,1935.5,1935.5,185,70,74,134,40,,0,"Tue, 17 May 2016 10:51:00 +0900",3.67347,29.38776,23.26531,44.08163,0,1,0,0,9.795918,20.81633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,25,11,2
6,3726,12320,206,70,54,78,36,,0,"Tue, 17 May 2016 10:52:00 +0900",8.888889,24.44444,18.88889,64.44444,0,2,0,0,2.222222,12.22222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,12,25,2
